Date,AI version, Board shape, Initial board, Move History, Winner
Tue Jul 11 2017 11:10:49 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,024123012113052135026161022111003136053162045121001132041142072154030171000140070151031104073110005114050117056155037146015167047157020125064116007166006127076165063160077002074175,0
Tue Jul 11 2017 11:10:50 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,053152051145035125024161042141050122032114016136011123070160031162055140063107013100026104021173002115071120046164005154030147003106075137001156027172066110012177076157065117074167,0
Tue Jul 11 2017 11:10:50 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,035125053154045155066132015177052146056162031142072151064124061120014165076167023173050163057171075174041126027160021112003122010117013130037140070136007104005116011101000147006002,T
Tue Jul 11 2017 11:10:50 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,053154045136035142031122037152032121062127064123012151017161040103041165066111013174001130020156076150055124002146025163067110004126015116060157006114000171047105070172073107075177,0
Tue Jul 11 2017 11:10:50 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,035145054163042141055123053166073164013136065126027124032122067176016117075104025177012157052162051150046174002107014137061172006105031115071140047111020121003101010156030170060100,1
Tue Jul 11 2017 11:10:50 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,035125024145016113055146014122037123042105002126011103004132036100020166054127077153041163012151052147017164060131040121007106015161075162050173057101030156072176065170074171010167,0
Tue Jul 11 2017 11:10:50 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042154045152062141051163035125064146036124031165047150013174023103026132060117072161055156027115037116040130006157021110002101014105011112066173020176000122067153075171004177070,0
Tue Jul 11 2017 11:10:51 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042154055132053151022164052161050166074173025175071141077145030157036140035170063131021110023111056165024126067160016120013147014117001100037172015112046127007106004162005102076103,0
Tue Jul 11 2017 11:10:51 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042152024145054123022113004151053115046102061170003121012155025137047114035101030116006120000105041126065131036166062163010127060111032175056164074107067176073157071140077150017172,0
Tue Jul 11 2017 11:10:51 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,053154065164025124055146045126037166035162052132015127042114004123041105072136076171056167075173006174077151060157016107047122021163017131070161040113003102050110012111001120030100,0
Tue Jul 11 2017 11:10:51 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,035123052145013132055156046154031126053162063137057130071165036114064147075151066176041150025112021173067110027116072170001177006142074107040105020111060161015124003117002104022100,1
Tue Jul 11 2017 11:10:52 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,035145055125015123042136012153064113047116014163024146054103052161017104056137072141051173062140074121066126001132010177031122060130027171050165076111005107020157002170075106067100,1
Tue Jul 11 2017 11:10:52 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042132023154053112013114003162055152001111045136056124063157025146031121041172064165067122004135030147074102037115075120071170000173066127005151040150061116026177006110060117007176,1
Tue Jul 11 2017 11:10:52 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042152053132041154045155064151050146021110037161022160071140025162065147036124014173020103066163004115031156002111013177074175057130076123001112026105006167072116000127017135070107,0
Tue Jul 11 2017 11:10:52 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,035125042154045132031124053121064123011130014156022136026104047137067165046155041151061166057162015116074173052120007106027140076100001177003163071150072117060105013102075112010170,1
Tue Jul 11 2017 11:10:52 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,024123022145054165064125032112014103076121005142053175035152051126036104063160002161027173020117062115055113070171072131040177050146074110037116030156057167066111047141007106001100,0
Tue Jul 11 2017 11:10:52 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042154055152053132021145036162051122071110011160041161063123024165014101064125013174000146075130040103072112015106047173050135066156002127031170076120004137005157007126016177067117,1
Tue Jul 11 2017 11:10:52 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,024145056146052122036114023142021125026115055113032141005166076157054106040175067137035150060112017110003165020127011102031163074130047151053101077161072171000162073116070164007104,0
Tue Jul 11 2017 11:10:53 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042152035141040130061150172070145053123032163014155025105012115031101013120036122074154002103024147026111065116000121037127007151056146064106004171062173010175057166076177017167060,0
